target_ts,variable,value_mw
2025-04-19 08:00:00+00:00,wind,784.4
2025-04-19 09:00:00+00:00,wind,1644.2
2025-04-19 10:00:00+00:00,wind,665.2
2025-04-19 11:00:00+00:00,wind,641.6
2025-04-19 12:00:00+00:00,wind,738.6
2025-04-19 13:00:00+00:00,wind,1367.4
2025-04-19 14:00:00+00:00,wind,916.2
2025-04-19 15:00:00+00:00,wind,1068.8
2025-04-19 16:00:00+00:00,wind,382.5
2025-04-19 17:00:00+00:00,wind,812.7
2025-04-19 18:00:00+00:00,wind,802.6
2025-04-19 19:00:00+00:00,wind,1052.8
2025-04-19 20:00:00+00:00,wind,789.6
2025-04-19 21:00:00+00:00,wind,1309.8
2025-04-19 22:00:00+00:00,wind,818.3
2025-04-19 23:00:00+00:00,wind,368.5
2025-04-20 00:00:00+00:00,wind,651.8
2025-04-20 01:00:00+00:00,wind,1585.4
2025-04-20 02:00:00+00:00,wind,1481.3
2025-04-20 03:00:00+00:00,wind,1058.9
2025-04-20 04:00:00+00:00,wind,1594.8
2025-04-20 05:00:00+00:00,wind,1227.5
2025-04-20 06:00:00+00:00,wind,1264.8
2025-04-20 07:00:00+00:00,wind,688.8
2025-04-20 08:00:00+00:00,wind,918.1
2025-04-20 09:00:00+00:00,wind,1398.2
2025-04-20 10:00:00+00:00,wind,1253.4
2025-04-20 11:00:00+00:00,wind,1132.3
2025-04-20 12:00:00+00:00,wind,1526.6
2025-04-20 13:00:00+00:00,wind,1539.5
2025-04-20 14:00:00+00:00,wind,850.9
2025-04-20 15:00:00+00:00,wind,1247.5
2025-04-20 16:00:00+00:00,wind,716.4
2025-04-20 17:00:00+00:00,wind,1277.9
2025-04-20 18:00:00+00:00,wind,1018.9
2025-04-20 19:00:00+00:00,wind,1205.6
2025-04-20 20:00:00+00:00,wind,1337.7
2025-04-20 21:00:00+00:00,wind,1170.1
2025-04-20 22:00:00+00:00,wind,1532.3
2025-04-20 23:00:00+00:00,wind,987.7
2025-04-21 00:00:00+00:00,wind,2762.5
2025-04-21 01:00:00+00:00,wind,2966.8
2025-04-21 02:00:00+00:00,wind,2819.2
2025-04-21 03:00:00+00:00,wind,3011.6
2025-04-21 04:00:00+00:00,wind,2911.5
2025-04-21 05:00:00+00:00,wind,2508.3
2025-04-21 06:00:00+00:00,wind,3141.7
2025-04-21 07:00:00+00:00,wind,2986.5
2025-04-21 08:00:00+00:00,wind,3119.7
2025-04-21 09:00:00+00:00,wind,3265.7
2025-04-21 10:00:00+00:00,wind,2723.9
2025-04-21 11:00:00+00:00,wind,2544.8
2025-04-21 12:00:00+00:00,wind,2702.4
2025-04-21 13:00:00+00:00,wind,2638.0
2025-04-21 14:00:00+00:00,wind,2180.9
2025-04-21 15:00:00+00:00,wind,3308.0
2025-04-21 16:00:00+00:00,wind,2990.3
2025-04-21 17:00:00+00:00,wind,3471.5
2025-04-21 18:00:00+00:00,wind,2625.9
2025-04-21 19:00:00+00:00,wind,2927.3
2025-04-21 20:00:00+00:00,wind,2987.4
2025-04-21 21:00:00+00:00,wind,2864.5
2025-04-21 22:00:00+00:00,wind,3164.9
2025-04-21 23:00:00+00:00,wind,2816.0
2025-04-22 00:00:00+00:00,wind,3270.9
2025-04-22 01:00:00+00:00,wind,3258.5
2025-04-22 02:00:00+00:00,wind,2511.5
2025-04-22 03:00:00+00:00,wind,3038.1
2025-04-22 04:00:00+00:00,wind,3038.1
2025-04-22 05:00:00+00:00,wind,3716.9
2025-04-22 06:00:00+00:00,wind,3382.0
2025-04-22 07:00:00+00:00,wind,3465.1
2025-04-22 08:00:00+00:00,wind,3450.5
2025-04-22 09:00:00+00:00,wind,3073.4
2025-04-22 10:00:00+00:00,wind,3775.7
2025-04-22 11:00:00+00:00,wind,3259.6
2025-04-22 12:00:00+00:00,wind,2886.9
2025-04-22 13:00:00+00:00,wind,3553.3
2025-04-22 14:00:00+00:00,wind,3669.5
2025-04-22 15:00:00+00:00,wind,3378.3
2025-04-22 16:00:00+00:00,wind,3397.3
2025-04-22 17:00:00+00:00,wind,3664.5
2025-04-22 18:00:00+00:00,wind,3874.5
2025-04-22 19:00:00+00:00,wind,3444.9
2025-04-22 20:00:00+00:00,wind,3838.4
2025-04-22 21:00:00+00:00,wind,3328.7
2025-04-22 22:00:00+00:00,wind,3827.7
2025-04-22 23:00:00+00:00,wind,2960.6
2025-04-23 00:00:00+00:00,wind,4749.9
2025-04-23 01:00:00+00:00,wind,4531.9
2025-04-23 02:00:00+00:00,wind,4556.9
2025-04-23 03:00:00+00:00,wind,4106.7
2025-04-23 04:00:00+00:00,wind,4761.8
2025-04-23 05:00:00+00:00,wind,4456.2
2025-04-23 06:00:00+00:00,wind,4143.5
2025-04-23 07:00:00+00:00,wind,4213.0
2025-04-23 08:00:00+00:00,wind,4334.0
2025-04-23 09:00:00+00:00,wind,4467.7
2025-04-23 10:00:00+00:00,wind,4187.4
2025-04-23 11:00:00+00:00,wind,4239.9
2025-04-23 12:00:00+00:00,wind,4608.1
2025-04-23 13:00:00+00:00,wind,4446.4
2025-04-23 14:00:00+00:00,wind,5165.2
2025-04-23 15:00:00+00:00,wind,4367.0
2025-04-23 16:00:00+00:00,wind,4604.6
2025-04-23 17:00:00+00:00,wind,4992.1
2025-04-23 18:00:00+00:00,wind,4358.7
2025-04-23 19:00:00+00:00,wind,4750.7
2025-04-23 20:00:00+00:00,wind,4630.9
2025-04-23 21:00:00+00:00,wind,4401.0
2025-04-23 22:00:00+00:00,wind,4743.8
2025-04-23 23:00:00+00:00,wind,4047.2
2025-04-24 00:00:00+00:00,wind,2099.5
2025-04-24 01:00:00+00:00,wind,1683.3
2025-04-24 02:00:00+00:00,wind,2263.7
2025-04-24 03:00:00+00:00,wind,2381.3
2025-04-24 04:00:00+00:00,wind,2130.1
2025-04-24 05:00:00+00:00,wind,2480.4
2025-04-24 06:00:00+00:00,wind,1999.0
2025-04-24 07:00:00+00:00,wind,2626.1
2025-04-24 08:00:00+00:00,wind,2181.2
2025-04-24 09:00:00+00:00,wind,2048.3
2025-04-24 10:00:00+00:00,wind,2629.4
2025-04-24 11:00:00+00:00,wind,2189.1
2025-04-24 12:00:00+00:00,wind,2299.9
2025-04-24 13:00:00+00:00,wind,2209.3
2025-04-24 14:00:00+00:00,wind,2409.5
2025-04-24 15:00:00+00:00,wind,2170.0
2025-04-24 16:00:00+00:00,wind,1893.4
2025-04-24 17:00:00+00:00,wind,2279.0
2025-04-24 18:00:00+00:00,wind,2359.0
2025-04-24 19:00:00+00:00,wind,2233.6
2025-04-24 20:00:00+00:00,wind,2143.0
2025-04-24 21:00:00+00:00,wind,2755.3
2025-04-24 22:00:00+00:00,wind,2020.9
2025-04-24 23:00:00+00:00,wind,2281.4
2025-04-25 00:00:00+00:00,wind,1231.4
2025-04-25 01:00:00+00:00,wind,807.7
2025-04-25 02:00:00+00:00,wind,859.6
2025-04-25 03:00:00+00:00,wind,1313.3
2025-04-25 04:00:00+00:00,wind,1306.1
2025-04-25 05:00:00+00:00,wind,1166.4
2025-04-25 06:00:00+00:00,wind,670.3
2025-04-25 07:00:00+00:00,wind,1011.3
2025-04-25 08:00:00+00:00,wind,1149.2
2025-04-25 09:00:00+00:00,wind,1400.7
2025-04-25 10:00:00+00:00,wind,1482.6
2025-04-25 11:00:00+00:00,wind,1237.9
2025-04-25 12:00:00+00:00,wind,1465.6
2025-04-25 13:00:00+00:00,wind,1682.1
2025-04-25 14:00:00+00:00,wind,479.6
2025-04-25 15:00:00+00:00,wind,1414.0
2025-04-25 16:00:00+00:00,wind,878.4
2025-04-25 17:00:00+00:00,wind,1237.4
2025-04-25 18:00:00+00:00,wind,1105.0
2025-04-25 19:00:00+00:00,wind,901.9
2025-04-25 20:00:00+00:00,wind,884.9
2025-04-25 21:00:00+00:00,wind,1221.1
2025-04-25 22:00:00+00:00,wind,1041.6
2025-04-25 23:00:00+00:00,wind,1443.6
2025-04-26 00:00:00+00:00,wind,811.3
2025-04-26 01:00:00+00:00,wind,1429.5
2025-04-26 02:00:00+00:00,wind,775.2
2025-04-26 03:00:00+00:00,wind,1318.9
2025-04-26 04:00:00+00:00,wind,595.3
2025-04-26 05:00:00+00:00,wind,996.9
2025-04-26 06:00:00+00:00,wind,1190.3
2025-04-26 07:00:00+00:00,wind,503.5
2025-04-26 08:00:00+00:00,wind,555.8
2025-04-26 09:00:00+00:00,wind,1071.5
2025-04-26 10:00:00+00:00,wind,1044.5
2025-04-26 11:00:00+00:00,wind,1269.2
2025-04-26 12:00:00+00:00,wind,881.5
2025-04-26 13:00:00+00:00,wind,1145.7
2025-04-26 14:00:00+00:00,wind,377.9
2025-04-26 15:00:00+00:00,wind,621.2
2025-04-26 16:00:00+00:00,wind,1316.9
2025-04-26 17:00:00+00:00,wind,631.6
2025-04-26 18:00:00+00:00,wind,848.6
2025-04-26 19:00:00+00:00,wind,313.7
2025-04-26 20:00:00+00:00,wind,794.3
2025-04-26 21:00:00+00:00,wind,364.2
2025-04-26 22:00:00+00:00,wind,904.9
2025-04-26 23:00:00+00:00,wind,1298.2
2025-04-27 00:00:00+00:00,wind,2624.4
2025-04-27 01:00:00+00:00,wind,2598.2
2025-04-27 02:00:00+00:00,wind,2420.5
2025-04-27 03:00:00+00:00,wind,2673.2
2025-04-27 04:00:00+00:00,wind,2118.1
2025-04-27 05:00:00+00:00,wind,2423.4
2025-04-27 06:00:00+00:00,wind,3290.2
2025-04-27 07:00:00+00:00,wind,2240.6
2025-04-27 08:00:00+00:00,wind,2450.8
2025-04-27 09:00:00+00:00,wind,2230.1
2025-04-27 10:00:00+00:00,wind,2900.6
2025-04-27 11:00:00+00:00,wind,2513.8
2025-04-27 12:00:00+00:00,wind,2160.0
2025-04-27 13:00:00+00:00,wind,2193.7
2025-04-27 14:00:00+00:00,wind,2886.8
2025-04-27 15:00:00+00:00,wind,2723.0
2025-04-27 16:00:00+00:00,wind,2680.2
2025-04-27 17:00:00+00:00,wind,2590.6
2025-04-27 18:00:00+00:00,wind,2866.8
2025-04-27 19:00:00+00:00,wind,2878.3
2025-04-27 20:00:00+00:00,wind,2696.4
2025-04-27 21:00:00+00:00,wind,1974.8
2025-04-27 22:00:00+00:00,wind,1971.9
2025-04-27 23:00:00+00:00,wind,2071.8
2025-04-28 00:00:00+00:00,wind,1168.2
2025-04-28 01:00:00+00:00,wind,701.4
2025-04-28 02:00:00+00:00,wind,920.9
2025-04-28 03:00:00+00:00,wind,1344.4
2025-04-28 04:00:00+00:00,wind,1083.6
2025-04-28 05:00:00+00:00,wind,940.3
2025-04-28 06:00:00+00:00,wind,1584.1
2025-04-28 07:00:00+00:00,wind,1372.9
2025-04-28 08:00:00+00:00,wind,1468.4
2025-04-28 09:00:00+00:00,wind,1586.1
2025-04-28 10:00:00+00:00,wind,1703.6
2025-04-28 11:00:00+00:00,wind,1318.8
2025-04-28 12:00:00+00:00,wind,1095.3
2025-04-28 13:00:00+00:00,wind,851.5
2025-04-28 14:00:00+00:00,wind,1380.2
2025-04-28 15:00:00+00:00,wind,1095.5
2025-04-28 16:00:00+00:00,wind,1676.9
2025-04-28 17:00:00+00:00,wind,1266.6
2025-04-28 18:00:00+00:00,wind,1664.0
2025-04-28 19:00:00+00:00,wind,1444.6
2025-04-28 20:00:00+00:00,wind,1688.8
2025-04-28 21:00:00+00:00,wind,1408.9
2025-04-28 22:00:00+00:00,wind,1187.2
2025-04-28 23:00:00+00:00,wind,1166.7
2025-04-29 00:00:00+00:00,wind,347.4
2025-04-29 01:00:00+00:00,wind,126.6
2025-04-29 02:00:00+00:00,wind,420.4
2025-04-29 03:00:00+00:00,wind,270.7
2025-04-29 04:00:00+00:00,wind,0.0
2025-04-29 05:00:00+00:00,wind,95.9
2025-04-29 06:00:00+00:00,wind,142.0
2025-04-29 07:00:00+00:00,wind,169.9
2025-04-29 08:00:00+00:00,wind,245.4
2025-04-29 09:00:00+00:00,wind,655.9
2025-04-29 10:00:00+00:00,wind,156.8
2025-04-29 11:00:00+00:00,wind,71.4
2025-04-29 12:00:00+00:00,wind,444.1
2025-04-29 13:00:00+00:00,wind,617.5
2025-04-29 14:00:00+00:00,wind,781.1
2025-04-29 15:00:00+00:00,wind,50.5
2025-04-29 16:00:00+00:00,wind,407.7
2025-04-29 17:00:00+00:00,wind,153.8
2025-04-29 18:00:00+00:00,wind,924.9
2025-04-29 19:00:00+00:00,wind,499.3
2025-04-29 20:00:00+00:00,wind,395.6
2025-04-29 21:00:00+00:00,wind,561.5
2025-04-29 22:00:00+00:00,wind,214.6
2025-04-29 23:00:00+00:00,wind,358.7
2025-04-30 00:00:00+00:00,wind,462.0
2025-04-30 01:00:00+00:00,wind,446.8
2025-04-30 02:00:00+00:00,wind,507.0
2025-04-30 03:00:00+00:00,wind,610.7
2025-04-30 04:00:00+00:00,wind,629.5
2025-04-30 05:00:00+00:00,wind,1014.6
2025-04-30 06:00:00+00:00,wind,904.1
2025-04-30 07:00:00+00:00,wind,458.0
2025-04-30 08:00:00+00:00,wind,87.4
2025-04-30 09:00:00+00:00,wind,157.4
2025-04-30 10:00:00+00:00,wind,328.3
2025-04-30 11:00:00+00:00,wind,425.4
2025-04-30 12:00:00+00:00,wind,83.4
2025-04-30 13:00:00+00:00,wind,477.2
2025-04-30 14:00:00+00:00,wind,483.5
2025-04-30 15:00:00+00:00,wind,241.7
2025-04-30 16:00:00+00:00,wind,304.8
2025-04-30 17:00:00+00:00,wind,588.8
2025-04-30 18:00:00+00:00,wind,386.5
2025-04-30 19:00:00+00:00,wind,284.5
2025-04-30 20:00:00+00:00,wind,535.3
2025-04-30 21:00:00+00:00,wind,648.8
2025-04-30 22:00:00+00:00,wind,260.3
2025-04-30 23:00:00+00:00,wind,15.5
2025-05-01 00:00:00+00:00,wind,1495.1
2025-05-01 01:00:00+00:00,wind,2012.8
2025-05-01 02:00:00+00:00,wind,1396.4
2025-05-01 03:00:00+00:00,wind,2009.4
2025-05-01 04:00:00+00:00,wind,1664.1
2025-05-01 05:00:00+00:00,wind,1823.0
2025-05-01 06:00:00+00:00,wind,1432.0
2025-05-01 07:00:00+00:00,wind,1864.3
2025-05-01 08:00:00+00:00,wind,1738.7
2025-05-01 09:00:00+00:00,wind,1954.1
2025-05-01 10:00:00+00:00,wind,1384.2
2025-05-01 11:00:00+00:00,wind,1898.0
2025-05-01 12:00:00+00:00,wind,1162.2
2025-05-01 13:00:00+00:00,wind,1711.8
2025-05-01 14:00:00+00:00,wind,1805.6
2025-05-01 15:00:00+00:00,wind,1793.5
2025-05-01 16:00:00+00:00,wind,2098.1
2025-05-01 17:00:00+00:00,wind,1836.1
2025-05-01 18:00:00+00:00,wind,1763.1
2025-05-01 19:00:00+00:00,wind,1582.2
2025-05-01 20:00:00+00:00,wind,2055.9
2025-05-01 21:00:00+00:00,wind,2044.5
2025-05-01 22:00:00+00:00,wind,1609.2
2025-05-01 23:00:00+00:00,wind,1529.6
2025-05-02 00:00:00+00:00,wind,568.2
2025-05-02 01:00:00+00:00,wind,167.1
2025-05-02 02:00:00+00:00,wind,401.0
2025-05-02 03:00:00+00:00,wind,642.5
2025-05-02 04:00:00+00:00,wind,693.7
2025-05-02 05:00:00+00:00,wind,815.1
2025-05-02 06:00:00+00:00,wind,576.5
2025-05-02 07:00:00+00:00,wind,124.4
2025-05-02 08:00:00+00:00,wind,66.1
2025-05-02 09:00:00+00:00,wind,673.9
2025-05-02 10:00:00+00:00,wind,977.8
2025-05-02 11:00:00+00:00,wind,113.2
2025-05-02 12:00:00+00:00,wind,392.9
2025-05-02 13:00:00+00:00,wind,937.1
2025-05-02 14:00:00+00:00,wind,427.4
2025-05-02 15:00:00+00:00,wind,671.4
2025-05-02 16:00:00+00:00,wind,586.8
2025-05-02 17:00:00+00:00,wind,176.0
2025-05-02 18:00:00+00:00,wind,347.6
2025-05-02 19:00:00+00:00,wind,402.6
2025-05-02 20:00:00+00:00,wind,622.3
2025-05-02 21:00:00+00:00,wind,656.7
2025-05-02 22:00:00+00:00,wind,455.6
2025-05-02 23:00:00+00:00,wind,671.4
2025-05-03 00:00:00+00:00,wind,0.0
2025-05-03 01:00:00+00:00,wind,639.6
2025-05-03 02:00:00+00:00,wind,553.5
2025-05-03 03:00:00+00:00,wind,577.3
2025-05-03 04:00:00+00:00,wind,11.1
2025-05-03 05:00:00+00:00,wind,556.6
2025-05-03 06:00:00+00:00,wind,286.2
2025-05-03 07:00:00+00:00,wind,982.4
2025-05-03 08:00:00+00:00,wind,514.0
2025-05-03 09:00:00+00:00,wind,457.7
2025-05-03 10:00:00+00:00,wind,494.5
2025-05-03 11:00:00+00:00,wind,817.6
2025-05-03 12:00:00+00:00,wind,508.3
2025-05-03 13:00:00+00:00,wind,649.3
2025-05-03 14:00:00+00:00,wind,220.0
2025-05-03 15:00:00+00:00,wind,936.2
2025-05-03 16:00:00+00:00,wind,404.1
2025-05-03 17:00:00+00:00,wind,705.8
2025-05-03 18:00:00+00:00,wind,608.8
2025-05-03 19:00:00+00:00,wind,723.9
2025-05-03 20:00:00+00:00,wind,443.6
2025-05-03 21:00:00+00:00,wind,131.2
2025-05-03 22:00:00+00:00,wind,90.2
2025-05-03 23:00:00+00:00,wind,448.2
2025-05-04 00:00:00+00:00,wind,575.3
2025-05-04 01:00:00+00:00,wind,0.0
2025-05-04 02:00:00+00:00,wind,163.7
2025-05-04 03:00:00+00:00,wind,486.6
2025-05-04 04:00:00+00:00,wind,0.0
2025-05-04 05:00:00+00:00,wind,235.5
2025-05-04 06:00:00+00:00,wind,187.0
2025-05-04 07:00:00+00:00,wind,34.2
2025-05-04 08:00:00+00:00,wind,166.6
2025-05-04 09:00:00+00:00,wind,348.2
2025-05-04 10:00:00+00:00,wind,456.5
2025-05-04 11:00:00+00:00,wind,102.5
2025-05-04 12:00:00+00:00,wind,914.8
2025-05-04 13:00:00+00:00,wind,161.5
2025-05-04 14:00:00+00:00,wind,66.2
2025-05-04 15:00:00+00:00,wind,0.0
2025-05-04 16:00:00+00:00,wind,0.0
2025-05-04 17:00:00+00:00,wind,391.3
2025-05-04 18:00:00+00:00,wind,0.0
2025-05-04 19:00:00+00:00,wind,0.0
2025-05-04 20:00:00+00:00,wind,71.8
2025-05-04 21:00:00+00:00,wind,114.4
2025-05-04 22:00:00+00:00,wind,195.5
2025-05-04 23:00:00+00:00,wind,0.0
2025-05-05 00:00:00+00:00,wind,913.3
2025-05-05 01:00:00+00:00,wind,1453.6
2025-05-05 02:00:00+00:00,wind,846.1
2025-05-05 03:00:00+00:00,wind,1061.7
2025-05-05 04:00:00+00:00,wind,1140.2
2025-05-05 05:00:00+00:00,wind,1203.3
2025-05-05 06:00:00+00:00,wind,1420.8
2025-05-05 07:00:00+00:00,wind,1439.1
2025-05-05 08:00:00+00:00,wind,1201.3
2025-05-05 09:00:00+00:00,wind,1223.8
2025-05-05 10:00:00+00:00,wind,703.1
2025-05-05 11:00:00+00:00,wind,1427.5
2025-05-05 12:00:00+00:00,wind,818.6
2025-05-05 13:00:00+00:00,wind,796.4
2025-05-05 14:00:00+00:00,wind,731.3
2025-05-05 15:00:00+00:00,wind,697.6
2025-05-05 16:00:00+00:00,wind,1219.5
2025-05-05 17:00:00+00:00,wind,1265.9
2025-05-05 18:00:00+00:00,wind,1307.6
2025-05-05 19:00:00+00:00,wind,988.1
2025-05-05 20:00:00+00:00,wind,868.4
2025-05-05 21:00:00+00:00,wind,796.8
2025-05-05 22:00:00+00:00,wind,676.5
2025-05-05 23:00:00+00:00,wind,868.5
2025-05-06 00:00:00+00:00,wind,2489.6
2025-05-06 01:00:00+00:00,wind,1669.6
2025-05-06 02:00:00+00:00,wind,1660.1
2025-05-06 03:00:00+00:00,wind,1831.2
2025-05-06 04:00:00+00:00,wind,1898.8
2025-05-06 05:00:00+00:00,wind,2114.1
2025-05-06 06:00:00+00:00,wind,1609.1
2025-05-06 07:00:00+00:00,wind,1502.7
2025-05-06 08:00:00+00:00,wind,2220.1
2025-05-06 09:00:00+00:00,wind,1584.1
2025-05-06 10:00:00+00:00,wind,1663.3
2025-05-06 11:00:00+00:00,wind,1984.5
2025-05-06 12:00:00+00:00,wind,1391.3
2025-05-06 13:00:00+00:00,wind,1799.8
2025-05-06 14:00:00+00:00,wind,1702.8
2025-05-06 15:00:00+00:00,wind,2023.1
2025-05-06 16:00:00+00:00,wind,1757.3
2025-05-06 17:00:00+00:00,wind,1290.7
2025-05-06 18:00:00+00:00,wind,2071.5
2025-05-06 19:00:00+00:00,wind,1190.9
2025-05-06 20:00:00+00:00,wind,1652.9
2025-05-06 21:00:00+00:00,wind,1704.3
2025-05-06 22:00:00+00:00,wind,1561.2
2025-05-06 23:00:00+00:00,wind,1862.1
2025-05-07 00:00:00+00:00,wind,2218.4
2025-05-07 01:00:00+00:00,wind,1601.0
2025-05-07 02:00:00+00:00,wind,1790.1
2025-05-07 03:00:00+00:00,wind,2134.1
2025-05-07 04:00:00+00:00,wind,2066.3
2025-05-07 05:00:00+00:00,wind,2192.3
2025-05-07 06:00:00+00:00,wind,2156.0
2025-05-07 07:00:00+00:00,wind,1804.4
2025-05-07 08:00:00+00:00,wind,1778.2
2025-05-07 09:00:00+00:00,wind,1676.8
2025-05-07 10:00:00+00:00,wind,2263.0
2025-05-07 11:00:00+00:00,wind,2310.9
2025-05-07 12:00:00+00:00,wind,2646.0
2025-05-07 13:00:00+00:00,wind,1698.0
2025-05-07 14:00:00+00:00,wind,1889.1
2025-05-07 15:00:00+00:00,wind,2002.9
2025-05-07 16:00:00+00:00,wind,1898.0
2025-05-07 17:00:00+00:00,wind,1522.1
2025-05-07 18:00:00+00:00,wind,2629.1
2025-05-07 19:00:00+00:00,wind,2237.6
2025-05-07 20:00:00+00:00,wind,1943.2
2025-05-07 21:00:00+00:00,wind,1891.3
2025-05-07 22:00:00+00:00,wind,1851.1
2025-05-07 23:00:00+00:00,wind,1659.8
2025-05-08 00:00:00+00:00,wind,1764.3
2025-05-08 01:00:00+00:00,wind,2164.6
2025-05-08 02:00:00+00:00,wind,2300.7
2025-05-08 03:00:00+00:00,wind,2191.7
2025-05-08 04:00:00+00:00,wind,2198.5
2025-05-08 05:00:00+00:00,wind,1688.6
2025-05-08 06:00:00+00:00,wind,941.2
2025-05-08 07:00:00+00:00,wind,2316.9
2025-05-08 08:00:00+00:00,wind,1984.4
2025-05-08 09:00:00+00:00,wind,1806.4
2025-05-08 10:00:00+00:00,wind,2360.7
2025-05-08 11:00:00+00:00,wind,1521.1
2025-05-08 12:00:00+00:00,wind,1645.9
2025-05-08 13:00:00+00:00,wind,1689.6
2025-05-08 14:00:00+00:00,wind,2489.7
2025-05-08 15:00:00+00:00,wind,2120.3
2025-05-08 16:00:00+00:00,wind,1442.7
2025-05-08 17:00:00+00:00,wind,2388.3
2025-05-08 18:00:00+00:00,wind,1829.8
2025-05-08 19:00:00+00:00,wind,2010.2
2025-05-08 20:00:00+00:00,wind,1575.8
2025-05-08 21:00:00+00:00,wind,2367.8
2025-05-08 22:00:00+00:00,wind,1970.3
2025-05-08 23:00:00+00:00,wind,2277.4
2025-05-09 00:00:00+00:00,wind,1176.6
2025-05-09 01:00:00+00:00,wind,1619.8
2025-05-09 02:00:00+00:00,wind,1354.4
2025-05-09 03:00:00+00:00,wind,1207.1
2025-05-09 04:00:00+00:00,wind,1244.4
2025-05-09 05:00:00+00:00,wind,1121.9
2025-05-09 06:00:00+00:00,wind,1136.5
2025-05-09 07:00:00+00:00,wind,1173.9
2025-05-09 08:00:00+00:00,wind,1409.6
2025-05-09 09:00:00+00:00,wind,1514.8
2025-05-09 10:00:00+00:00,wind,1023.3
2025-05-09 11:00:00+00:00,wind,956.3
2025-05-09 12:00:00+00:00,wind,1144.0
2025-05-09 13:00:00+00:00,wind,904.3
2025-05-09 14:00:00+00:00,wind,1133.5
2025-05-09 15:00:00+00:00,wind,1401.9
2025-05-09 16:00:00+00:00,wind,1210.0
2025-05-09 17:00:00+00:00,wind,1375.7
2025-05-09 18:00:00+00:00,wind,1623.1
2025-05-09 19:00:00+00:00,wind,1601.1
2025-05-09 20:00:00+00:00,wind,1590.3
2025-05-09 21:00:00+00:00,wind,1533.0
2025-05-09 22:00:00+00:00,wind,1187.6
2025-05-09 23:00:00+00:00,wind,1116.4
2025-05-10 00:00:00+00:00,wind,2037.4
2025-05-10 01:00:00+00:00,wind,1949.9
2025-05-10 02:00:00+00:00,wind,2358.0
2025-05-10 03:00:00+00:00,wind,1693.7
2025-05-10 04:00:00+00:00,wind,1497.3
2025-05-10 05:00:00+00:00,wind,1885.0
2025-05-10 06:00:00+00:00,wind,1562.1
2025-05-10 07:00:00+00:00,wind,1477.7
2025-05-10 08:00:00+00:00,wind,2270.6
2025-05-10 09:00:00+00:00,wind,2270.4
2025-05-10 10:00:00+00:00,wind,1833.1
2025-05-10 11:00:00+00:00,wind,1494.2
2025-05-10 12:00:00+00:00,wind,1820.4
2025-05-10 13:00:00+00:00,wind,1796.3
2025-05-10 14:00:00+00:00,wind,1476.2
2025-05-10 15:00:00+00:00,wind,2001.4
2025-05-10 16:00:00+00:00,wind,1910.3
2025-05-10 17:00:00+00:00,wind,2299.0
2025-05-10 18:00:00+00:00,wind,1512.7
2025-05-10 19:00:00+00:00,wind,1779.8
2025-05-10 20:00:00+00:00,wind,1787.2
2025-05-10 21:00:00+00:00,wind,1194.5
2025-05-10 22:00:00+00:00,wind,2427.8
2025-05-10 23:00:00+00:00,wind,1218.7
2025-05-11 00:00:00+00:00,wind,728.0
2025-05-11 01:00:00+00:00,wind,998.1
2025-05-11 02:00:00+00:00,wind,717.2
2025-05-11 03:00:00+00:00,wind,1177.3
2025-05-11 04:00:00+00:00,wind,1109.9
2025-05-11 05:00:00+00:00,wind,1136.2
2025-05-11 06:00:00+00:00,wind,1156.9
2025-05-11 07:00:00+00:00,wind,1222.4
2025-05-11 08:00:00+00:00,wind,1300.3
2025-05-11 09:00:00+00:00,wind,1006.2
2025-05-11 10:00:00+00:00,wind,1224.7
2025-05-11 11:00:00+00:00,wind,1401.1
2025-05-11 12:00:00+00:00,wind,1066.7
2025-05-11 13:00:00+00:00,wind,1013.4
2025-05-11 14:00:00+00:00,wind,959.0
2025-05-11 15:00:00+00:00,wind,1281.4
2025-05-11 16:00:00+00:00,wind,974.4
2025-05-11 17:00:00+00:00,wind,1177.3
2025-05-11 18:00:00+00:00,wind,754.2
2025-05-11 19:00:00+00:00,wind,1801.7
2025-05-11 20:00:00+00:00,wind,845.1
2025-05-11 21:00:00+00:00,wind,1543.7
2025-05-11 22:00:00+00:00,wind,1368.1
2025-05-11 23:00:00+00:00,wind,1491.0
2025-05-12 00:00:00+00:00,wind,910.5
2025-05-12 01:00:00+00:00,wind,1016.0
2025-05-12 02:00:00+00:00,wind,940.4
2025-05-12 03:00:00+00:00,wind,1187.2
2025-05-12 04:00:00+00:00,wind,877.7
2025-05-12 05:00:00+00:00,wind,1166.0
2025-05-12 06:00:00+00:00,wind,483.5
2025-05-12 07:00:00+00:00,wind,958.1
2025-05-12 08:00:00+00:00,wind,1342.9
2025-05-12 09:00:00+00:00,wind,1170.5
2025-05-12 10:00:00+00:00,wind,522.7
2025-05-12 11:00:00+00:00,wind,855.7
2025-05-12 12:00:00+00:00,wind,849.4
2025-05-12 13:00:00+00:00,wind,855.8
2025-05-12 14:00:00+00:00,wind,178.1
2025-05-12 15:00:00+00:00,wind,1056.5
2025-05-12 16:00:00+00:00,wind,386.3
2025-05-12 17:00:00+00:00,wind,1458.9
2025-05-12 18:00:00+00:00,wind,1016.2
2025-05-12 19:00:00+00:00,wind,770.1
2025-05-12 20:00:00+00:00,wind,867.5
2025-05-12 21:00:00+00:00,wind,790.2
2025-05-12 22:00:00+00:00,wind,573.4
