product_id,zone,delivery_start,delivery_end,resolution
1734,ZONE1,2025-03-14 06:00:00+00:00,2025-03-14 07:00:00+00:00,H
1735,ZONE1,2025-03-14 07:00:00+00:00,2025-03-14 08:00:00+00:00,H
1736,ZONE1,2025-03-14 08:00:00+00:00,2025-03-14 09:00:00+00:00,H
1737,ZONE1,2025-03-14 09:00:00+00:00,2025-03-14 10:00:00+00:00,H
1738,ZONE1,2025-03-14 10:00:00+00:00,2025-03-14 11:00:00+00:00,H
1739,ZONE1,2025-03-14 11:00:00+00:00,2025-03-14 12:00:00+00:00,H
1740,ZONE1,2025-03-14 12:00:00+00:00,2025-03-14 13:00:00+00:00,H
1741,ZONE1,2025-03-14 13:00:00+00:00,2025-03-14 14:00:00+00:00,H
1742,ZONE1,2025-03-14 14:00:00+00:00,2025-03-14 15:00:00+00:00,H
1743,ZONE1,2025-03-14 15:00:00+00:00,2025-03-14 16:00:00+00:00,H
1744,ZONE1,2025-03-14 16:00:00+00:00,2025-03-14 17:00:00+00:00,H
1745,ZONE1,2025-03-14 17:00:00+00:00,2025-03-14 18:00:00+00:00,H
1746,ZONE1,2025-03-14 18:00:00+00:00,2025-03-14 19:00:00+00:00,H
1747,ZONE1,2025-03-14 19:00:00+00:00,2025-03-14 20:00:00+00:00,H
1748,ZONE1,2025-03-14 20:00:00+00:00,2025-03-14 21:00:00+00:00,H
1749,ZONE1,2025-03-14 21:00:00+00:00,2025-03-14 22:00:00+00:00,H
1750,ZONE1,2025-03-14 22:00:00+00:00,2025-03-14 23:00:00+00:00,H
1751,ZONE1,2025-03-14 23:00:00+00:00,2025-03-15 00:00:00+00:00,H
1752,ZONE1,2025-03-15 00:00:00+00:00,2025-03-15 01:00:00+00:00,H
1753,ZONE1,2025-03-15 01:00:00+00:00,2025-03-15 02:00:00+00:00,H
1754,ZONE1,2025-03-15 02:00:00+00:00,2025-03-15 03:00:00+00:00,H
1755,ZONE1,2025-03-15 03:00:00+00:00,2025-03-15 04:00:00+00:00,H
1756,ZONE1,2025-03-15 04:00:00+00:00,2025-03-15 05:00:00+00:00,H
1757,ZONE1,2025-03-15 05:00:00+00:00,2025-03-15 06:00:00+00:00,H
1758,ZONE1,2025-03-15 06:00:00+00:00,2025-03-15 07:00:00+00:00,H
1759,ZONE1,2025-03-15 07:00:00+00:00,2025-03-15 08:00:00+00:00,H
1760,ZONE1,2025-03-15 08:00:00+00:00,2025-03-15 09:00:00+00:00,H
1761,ZONE1,2025-03-15 09:00:00+00:00,2025-03-15 10:00:00+00:00,H
1762,ZONE1,2025-03-15 10:00:00+00:00,2025-03-15 11:00:00+00:00,H
1763,ZONE1,2025-03-15 11:00:00+00:00,2025-03-15 12:00:00+00:00,H
1764,ZONE1,2025-03-15 12:00:00+00:00,2025-03-15 13:00:00+00:00,H
1765,ZONE1,2025-03-15 13:00:00+00:00,2025-03-15 14:00:00+00:00,H
1766,ZONE1,2025-03-15 14:00:00+00:00,2025-03-15 15:00:00+00:00,H
1767,ZONE1,2025-03-15 15:00:00+00:00,2025-03-15 16:00:00+00:00,H
1768,ZONE1,2025-03-15 16:00:00+00:00,2025-03-15 17:00:00+00:00,H
1769,ZONE1,2025-03-15 17:00:00+00:00,2025-03-15 18:00:00+00:00,H
1770,ZONE1,2025-03-15 18:00:00+00:00,2025-03-15 19:00:00+00:00,H
1771,ZONE1,2025-03-15 19:00:00+00:00,2025-03-15 20:00:00+00:00,H
1772,ZONE1,2025-03-15 20:00:00+00:00,2025-03-15 21:00:00+00:00,H
1773,ZONE1,2025-03-15 21:00:00+00:00,2025-03-15 22:00:00+00:00,H
1774,ZONE1,2025-03-15 22:00:00+00:00,2025-03-15 23:00:00+00:00,H
1775,ZONE1,2025-03-15 23:00:00+00:00,2025-03-16 00:00:00+00:00,H
1776,ZONE1,2025-03-16 00:00:00+00:00,2025-03-16 01:00:00+00:00,H
1777,ZONE1,2025-03-16 01:00:00+00:00,2025-03-16 02:00:00+00:00,H
1778,ZONE1,2025-03-16 02:00:00+00:00,2025-03-16 03:00:00+00:00,H
1779,ZONE1,2025-03-16 03:00:00+00:00,2025-03-16 04:00:00+00:00,H
1780,ZONE1,2025-03-16 04:00:00+00:00,2025-03-16 05:00:00+00:00,H
1781,ZONE1,2025-03-16 05:00:00+00:00,2025-03-16 06:00:00+00:00,H
1782,ZONE1,2025-03-16 06:00:00+00:00,2025-03-16 07:00:00+00:00,H
1783,ZONE1,2025-03-16 07:00:00+00:00,2025-03-16 08:00:00+00:00,H
1784,ZONE1,2025-03-16 08:00:00+00:00,2025-03-16 09:00:00+00:00,H
1785,ZONE1,2025-03-16 09:00:00+00:00,2025-03-16 10:00:00+00:00,H
1786,ZONE1,2025-03-16 10:00:00+00:00,2025-03-16 11:00:00+00:00,H
1787,ZONE1,2025-03-16 11:00:00+00:00,2025-03-16 12:00:00+00:00,H
1788,ZONE1,2025-03-16 12:00:00+00:00,2025-03-16 13:00:00+00:00,H
1789,ZONE1,2025-03-16 13:00:00+00:00,2025-03-16 14:00:00+00:00,H
1790,ZONE1,2025-03-16 14:00:00+00:00,2025-03-16 15:00:00+00:00,H
1791,ZONE1,2025-03-16 15:00:00+00:00,2025-03-16 16:00:00+00:00,H
1792,ZONE1,2025-03-16 16:00:00+00:00,2025-03-16 17:00:00+00:00,H
1793,ZONE1,2025-03-16 17:00:00+00:00,2025-03-16 18:00:00+00:00,H
1794,ZONE1,2025-03-16 18:00:00+00:00,2025-03-16 19:00:00+00:00,H
1795,ZONE1,2025-03-16 19:00:00+00:00,2025-03-16 20:00:00+00:00,H
1796,ZONE1,2025-03-16 20:00:00+00:00,2025-03-16 21:00:00+00:00,H
1797,ZONE1,2025-03-16 21:00:00+00:00,2025-03-16 22:00:00+00:00,H
1798,ZONE1,2025-03-16 22:00:00+00:00,2025-03-16 23:00:00+00:00,H
1799,ZONE1,2025-03-16 23:00:00+00:00,2025-03-17 00:00:00+00:00,H
1800,ZONE1,2025-03-17 00:00:00+00:00,2025-03-17 01:00:00+00:00,H
1801,ZONE1,2025-03-17 01:00:00+00:00,2025-03-17 02:00:00+00:00,H
1802,ZONE1,2025-03-17 02:00:00+00:00,2025-03-17 03:00:00+00:00,H
1803,ZONE1,2025-03-17 03:00:00+00:00,2025-03-17 04:00:00+00:00,H
1804,ZONE1,2025-03-17 04:00:00+00:00,2025-03-17 05:00:00+00:00,H
1805,ZONE1,2025-03-17 05:00:00+00:00,2025-03-17 06:00:00+00:00,H
1806,ZONE1,2025-03-17 06:00:00+00:00,2025-03-17 07:00:00+00:00,H
1807,ZONE1,2025-03-17 07:00:00+00:00,2025-03-17 08:00:00+00:00,H
1808,ZONE1,2025-03-17 08:00:00+00:00,2025-03-17 09:00:00+00:00,H
1809,ZONE1,2025-03-17 09:00:00+00:00,2025-03-17 10:00:00+00:00,H
1810,ZONE1,2025-03-17 10:00:00+00:00,2025-03-17 11:00:00+00:00,H
1811,ZONE1,2025-03-17 11:00:00+00:00,2025-03-17 12:00:00+00:00,H
1812,ZONE1,2025-03-17 12:00:00+00:00,2025-03-17 13:00:00+00:00,H
1813,ZONE1,2025-03-17 13:00:00+00:00,2025-03-17 14:00:00+00:00,H
1814,ZONE1,2025-03-17 14:00:00+00:00,2025-03-17 15:00:00+00:00,H
1815,ZONE1,2025-03-17 15:00:00+00:00,2025-03-17 16:00:00+00:00,H
1816,ZONE1,2025-03-17 16:00:00+00:00,2025-03-17 17:00:00+00:00,H
1817,ZONE1,2025-03-17 17:00:00+00:00,2025-03-17 18:00:00+00:00,H
1818,ZONE1,2025-03-17 18:00:00+00:00,2025-03-17 19:00:00+00:00,H
1819,ZONE1,2025-03-17 19:00:00+00:00,2025-03-17 20:00:00+00:00,H
1820,ZONE1,2025-03-17 20:00:00+00:00,2025-03-17 21:00:00+00:00,H
1821,ZONE1,2025-03-17 21:00:00+00:00,2025-03-17 22:00:00+00:00,H
1822,ZONE1,2025-03-17 22:00:00+00:00,2025-03-17 23:00:00+00:00,H
1823,ZONE1,2025-03-17 23:00:00+00:00,2025-03-18 00:00:00+00:00,H
1824,ZONE1,2025-03-18 00:00:00+00:00,2025-03-18 01:00:00+00:00,H
1825,ZONE1,2025-03-18 01:00:00+00:00,2025-03-18 02:00:00+00:00,H
1826,ZONE1,2025-03-18 02:00:00+00:00,2025-03-18 03:00:00+00:00,H
1827,ZONE1,2025-03-18 03:00:00+00:00,2025-03-18 04:00:00+00:00,H
1828,ZONE1,2025-03-18 04:00:00+00:00,2025-03-18 05:00:00+00:00,H
1829,ZONE1,2025-03-18 05:00:00+00:00,2025-03-18 06:00:00+00:00,H
1830,ZONE1,2025-03-18 06:00:00+00:00,2025-03-18 07:00:00+00:00,H
1831,ZONE1,2025-03-18 07:00:00+00:00,2025-03-18 08:00:00+00:00,H
1832,ZONE1,2025-03-18 08:00:00+00:00,2025-03-18 09:00:00+00:00,H
1833,ZONE1,2025-03-18 09:00:00+00:00,2025-03-18 10:00:00+00:00,H
1834,ZONE1,2025-03-18 10:00:00+00:00,2025-03-18 11:00:00+00:00,H
1835,ZONE1,2025-03-18 11:00:00+00:00,2025-03-18 12:00:00+00:00,H
1836,ZONE1,2025-03-18 12:00:00+00:00,2025-03-18 13:00:00+00:00,H
1837,ZONE1,2025-03-18 13:00:00+00:00,2025-03-18 14:00:00+00:00,H
1838,ZONE1,2025-03-18 14:00:00+00:00,2025-03-18 15:00:00+00:00,H
1839,ZONE1,2025-03-18 15:00:00+00:00,2025-03-18 16:00:00+00:00,H
1840,ZONE1,2025-03-18 16:00:00+00:00,2025-03-18 17:00:00+00:00,H
1841,ZONE1,2025-03-18 17:00:00+00:00,2025-03-18 18:00:00+00:00,H
1842,ZONE1,2025-03-18 18:00:00+00:00,2025-03-18 19:00:00+00:00,H
1843,ZONE1,2025-03-18 19:00:00+00:00,2025-03-18 20:00:00+00:00,H
1844,ZONE1,2025-03-18 20:00:00+00:00,2025-03-18 21:00:00+00:00,H
1845,ZONE1,2025-03-18 21:00:00+00:00,2025-03-18 22:00:00+00:00,H
1846,ZONE1,2025-03-18 22:00:00+00:00,2025-03-18 23:00:00+00:00,H
1847,ZONE1,2025-03-18 23:00:00+00:00,2025-03-19 00:00:00+00:00,H
1848,ZONE1,2025-03-19 00:00:00+00:00,2025-03-19 01:00:00+00:00,H
1849,ZONE1,2025-03-19 01:00:00+00:00,2025-03-19 02:00:00+00:00,H
1850,ZONE1,2025-03-19 02:00:00+00:00,2025-03-19 03:00:00+00:00,H
1851,ZONE1,2025-03-19 03:00:00+00:00,2025-03-19 04:00:00+00:00,H
1852,ZONE1,2025-03-19 04:00:00+00:00,2025-03-19 05:00:00+00:00,H
1853,ZONE1,2025-03-19 05:00:00+00:00,2025-03-19 06:00:00+00:00,H
1854,ZONE1,2025-03-19 06:00:00+00:00,2025-03-19 07:00:00+00:00,H
1855,ZONE1,2025-03-19 07:00:00+00:00,2025-03-19 08:00:00+00:00,H
1856,ZONE1,2025-03-19 08:00:00+00:00,2025-03-19 09:00:00+00:00,H
1857,ZONE1,2025-03-19 09:00:00+00:00,2025-03-19 10:00:00+00:00,H
1858,ZONE1,2025-03-19 10:00:00+00:00,2025-03-19 11:00:00+00:00,H
1859,ZONE1,2025-03-19 11:00:00+00:00,2025-03-19 12:00:00+00:00,H
1860,ZONE1,2025-03-19 12:00:00+00:00,2025-03-19 13:00:00+00:00,H
1861,ZONE1,2025-03-19 13:00:00+00:00,2025-03-19 14:00:00+00:00,H
1862,ZONE1,2025-03-19 14:00:00+00:00,2025-03-19 15:00:00+00:00,H
1863,ZONE1,2025-03-19 15:00:00+00:00,2025-03-19 16:00:00+00:00,H
1864,ZONE1,2025-03-19 16:00:00+00:00,2025-03-19 17:00:00+00:00,H
1865,ZONE1,2025-03-19 17:00:00+00:00,2025-03-19 18:00:00+00:00,H
1866,ZONE1,2025-03-19 18:00:00+00:00,2025-03-19 19:00:00+00:00,H
1867,ZONE1,2025-03-19 19:00:00+00:00,2025-03-19 20:00:00+00:00,H
1868,ZONE1,2025-03-19 20:00:00+00:00,2025-03-19 21:00:00+00:00,H
1869,ZONE1,2025-03-19 21:00:00+00:00,2025-03-19 22:00:00+00:00,H
1870,ZONE1,2025-03-19 22:00:00+00:00,2025-03-19 23:00:00+00:00,H
1871,ZONE1,2025-03-19 23:00:00+00:00,2025-03-20 00:00:00+00:00,H
1872,ZONE1,2025-03-20 00:00:00+00:00,2025-03-20 01:00:00+00:00,H
1873,ZONE1,2025-03-20 01:00:00+00:00,2025-03-20 02:00:00+00:00,H
1874,ZONE1,2025-03-20 02:00:00+00:00,2025-03-20 03:00:00+00:00,H
1875,ZONE1,2025-03-20 03:00:00+00:00,2025-03-20 04:00:00+00:00,H
1876,ZONE1,2025-03-20 04:00:00+00:00,2025-03-20 05:00:00+00:00,H
1877,ZONE1,2025-03-20 05:00:00+00:00,2025-03-20 06:00:00+00:00,H
1878,ZONE1,2025-03-20 06:00:00+00:00,2025-03-20 07:00:00+00:00,H
1879,ZONE1,2025-03-20 07:00:00+00:00,2025-03-20 08:00:00+00:00,H
1880,ZONE1,2025-03-20 08:00:00+00:00,2025-03-20 09:00:00+00:00,H
1881,ZONE1,2025-03-20 09:00:00+00:00,2025-03-20 10:00:00+00:00,H
1882,ZONE1,2025-03-20 10:00:00+00:00,2025-03-20 11:00:00+00:00,H
1883,ZONE1,2025-03-20 11:00:00+00:00,2025-03-20 12:00:00+00:00,H
1884,ZONE1,2025-03-20 12:00:00+00:00,2025-03-20 13:00:00+00:00,H
1885,ZONE1,2025-03-20 13:00:00+00:00,2025-03-20 14:00:00+00:00,H
1886,ZONE1,2025-03-20 14:00:00+00:00,2025-03-20 15:00:00+00:00,H
1887,ZONE1,2025-03-20 15:00:00+00:00,2025-03-20 16:00:00+00:00,H
1888,ZONE1,2025-03-20 16:00:00+00:00,2025-03-20 17:00:00+00:00,H
1889,ZONE1,2025-03-20 17:00:00+00:00,2025-03-20 18:00:00+00:00,H
1890,ZONE1,2025-03-20 18:00:00+00:00,2025-03-20 19:00:00+00:00,H
1891,ZONE1,2025-03-20 19:00:00+00:00,2025-03-20 20:00:00+00:00,H
1892,ZONE1,2025-03-20 20:00:00+00:00,2025-03-20 21:00:00+00:00,H
1893,ZONE1,2025-03-20 21:00:00+00:00,2025-03-20 22:00:00+00:00,H
1894,ZONE1,2025-03-20 22:00:00+00:00,2025-03-20 23:00:00+00:00,H
1895,ZONE1,2025-03-20 23:00:00+00:00,2025-03-21 00:00:00+00:00,H
1896,ZONE1,2025-03-21 00:00:00+00:00,2025-03-21 01:00:00+00:00,H
1897,ZONE1,2025-03-21 01:00:00+00:00,2025-03-21 02:00:00+00:00,H
1898,ZONE1,2025-03-21 02:00:00+00:00,2025-03-21 03:00:00+00:00,H
1899,ZONE1,2025-03-21 03:00:00+00:00,2025-03-21 04:00:00+00:00,H
1900,ZONE1,2025-03-21 04:00:00+00:00,2025-03-21 05:00:00+00:00,H
1901,ZONE1,2025-03-21 05:00:00+00:00,2025-03-21 06:00:00+00:00,H
1902,ZONE1,2025-03-21 06:00:00+00:00,2025-03-21 07:00:00+00:00,H
1903,ZONE1,2025-03-21 07:00:00+00:00,2025-03-21 08:00:00+00:00,H
1904,ZONE1,2025-03-21 08:00:00+00:00,2025-03-21 09:00:00+00:00,H
1905,ZONE1,2025-03-21 09:00:00+00:00,2025-03-21 10:00:00+00:00,H
1906,ZONE1,2025-03-21 10:00:00+00:00,2025-03-21 11:00:00+00:00,H
1907,ZONE1,2025-03-21 11:00:00+00:00,2025-03-21 12:00:00+00:00,H
1908,ZONE1,2025-03-21 12:00:00+00:00,2025-03-21 13:00:00+00:00,H
1909,ZONE1,2025-03-21 13:00:00+00:00,2025-03-21 14:00:00+00:00,H
1910,ZONE1,2025-03-21 14:00:00+00:00,2025-03-21 15:00:00+00:00,H
1911,ZONE1,2025-03-21 15:00:00+00:00,2025-03-21 16:00:00+00:00,H
1912,ZONE1,2025-03-21 16:00:00+00:00,2025-03-21 17:00:00+00:00,H
1913,ZONE1,2025-03-21 17:00:00+00:00,2025-03-21 18:00:00+00:00,H
1914,ZONE1,2025-03-21 18:00:00+00:00,2025-03-21 19:00:00+00:00,H
1915,ZONE1,2025-03-21 19:00:00+00:00,2025-03-21 20:00:00+00:00,H
1916,ZONE1,2025-03-21 20:00:00+00:00,2025-03-21 21:00:00+00:00,H
1917,ZONE1,2025-03-21 21:00:00+00:00,2025-03-21 22:00:00+00:00,H
1918,ZONE1,2025-03-21 22:00:00+00:00,2025-03-21 23:00:00+00:00,H
1919,ZONE1,2025-03-21 23:00:00+00:00,2025-03-22 00:00:00+00:00,H
1920,ZONE1,2025-03-22 00:00:00+00:00,2025-03-22 01:00:00+00:00,H
1921,ZONE1,2025-03-22 01:00:00+00:00,2025-03-22 02:00:00+00:00,H
1922,ZONE1,2025-03-22 02:00:00+00:00,2025-03-22 03:00:00+00:00,H
1923,ZONE1,2025-03-22 03:00:00+00:00,2025-03-22 04:00:00+00:00,H
1924,ZONE1,2025-03-22 04:00:00+00:00,2025-03-22 05:00:00+00:00,H
1925,ZONE1,2025-03-22 05:00:00+00:00,2025-03-22 06:00:00+00:00,H
1926,ZONE1,2025-03-22 06:00:00+00:00,2025-03-22 07:00:00+00:00,H
1927,ZONE1,2025-03-22 07:00:00+00:00,2025-03-22 08:00:00+00:00,H
1928,ZONE1,2025-03-22 08:00:00+00:00,2025-03-22 09:00:00+00:00,H
1929,ZONE1,2025-03-22 09:00:00+00:00,2025-03-22 10:00:00+00:00,H
1930,ZONE1,2025-03-22 10:00:00+00:00,2025-03-22 11:00:00+00:00,H
1931,ZONE1,2025-03-22 11:00:00+00:00,2025-03-22 12:00:00+00:00,H
1932,ZONE1,2025-03-22 12:00:00+00:00,2025-03-22 13:00:00+00:00,H
1933,ZONE1,2025-03-22 13:00:00+00:00,2025-03-22 14:00:00+00:00,H
1934,ZONE1,2025-03-22 14:00:00+00:00,2025-03-22 15:00:00+00:00,H
1935,ZONE1,2025-03-22 15:00:00+00:00,2025-03-22 16:00:00+00:00,H
1936,ZONE1,2025-03-22 16:00:00+00:00,2025-03-22 17:00:00+00:00,H
1937,ZONE1,2025-03-22 17:00:00+00:00,2025-03-22 18:00:00+00:00,H
1938,ZONE1,2025-03-22 18:00:00+00:00,2025-03-22 19:00:00+00:00,H
1939,ZONE1,2025-03-22 19:00:00+00:00,2025-03-22 20:00:00+00:00,H
1940,ZONE1,2025-03-22 20:00:00+00:00,2025-03-22 21:00:00+00:00,H
1941,ZONE1,2025-03-22 21:00:00+00:00,2025-03-22 22:00:00+00:00,H
1942,ZONE1,2025-03-22 22:00:00+00:00,2025-03-22 23:00:00+00:00,H
1943,ZONE1,2025-03-22 23:00:00+00:00,2025-03-23 00:00:00+00:00,H
1944,ZONE1,2025-03-23 00:00:00+00:00,2025-03-23 01:00:00+00:00,H
1945,ZONE1,2025-03-23 01:00:00+00:00,2025-03-23 02:00:00+00:00,H
1946,ZONE1,2025-03-23 02:00:00+00:00,2025-03-23 03:00:00+00:00,H
1947,ZONE1,2025-03-23 03:00:00+00:00,2025-03-23 04:00:00+00:00,H
1948,ZONE1,2025-03-23 04:00:00+00:00,2025-03-23 05:00:00+00:00,H
1949,ZONE1,2025-03-23 05:00:00+00:00,2025-03-23 06:00:00+00:00,H
1950,ZONE1,2025-03-23 06:00:00+00:00,2025-03-23 07:00:00+00:00,H
1951,ZONE1,2025-03-23 07:00:00+00:00,2025-03-23 08:00:00+00:00,H
1952,ZONE1,2025-03-23 08:00:00+00:00,2025-03-23 09:00:00+00:00,H
1953,ZONE1,2025-03-23 09:00:00+00:00,2025-03-23 10:00:00+00:00,H
1954,ZONE1,2025-03-23 10:00:00+00:00,2025-03-23 11:00:00+00:00,H
1955,ZONE1,2025-03-23 11:00:00+00:00,2025-03-23 12:00:00+00:00,H
1956,ZONE1,2025-03-23 12:00:00+00:00,2025-03-23 13:00:00+00:00,H
1957,ZONE1,2025-03-23 13:00:00+00:00,2025-03-23 14:00:00+00:00,H
1958,ZONE1,2025-03-23 14:00:00+00:00,2025-03-23 15:00:00+00:00,H
1959,ZONE1,2025-03-23 15:00:00+00:00,2025-03-23 16:00:00+00:00,H
1960,ZONE1,2025-03-23 16:00:00+00:00,2025-03-23 17:00:00+00:00,H
1961,ZONE1,2025-03-23 17:00:00+00:00,2025-03-23 18:00:00+00:00,H
1962,ZONE1,2025-03-23 18:00:00+00:00,2025-03-23 19:00:00+00:00,H
1963,ZONE1,2025-03-23 19:00:00+00:00,2025-03-23 20:00:00+00:00,H
1964,ZONE1,2025-03-23 20:00:00+00:00,2025-03-23 21:00:00+00:00,H
1965,ZONE1,2025-03-23 21:00:00+00:00,2025-03-23 22:00:00+00:00,H
1966,ZONE1,2025-03-23 22:00:00+00:00,2025-03-23 23:00:00+00:00,H
1967,ZONE1,2025-03-23 23:00:00+00:00,2025-03-24 00:00:00+00:00,H
1968,ZONE1,2025-03-24 00:00:00+00:00,2025-03-24 01:00:00+00:00,H
1969,ZONE1,2025-03-24 01:00:00+00:00,2025-03-24 02:00:00+00:00,H
1970,ZONE1,2025-03-24 02:00:00+00:00,2025-03-24 03:00:00+00:00,H
1971,ZONE1,2025-03-24 03:00:00+00:00,2025-03-24 04:00:00+00:00,H
1972,ZONE1,2025-03-24 04:00:00+00:00,2025-03-24 05:00:00+00:00,H
1973,ZONE1,2025-03-24 05:00:00+00:00,2025-03-24 06:00:00+00:00,H
1974,ZONE1,2025-03-24 06:00:00+00:00,2025-03-24 07:00:00+00:00,H
1975,ZONE1,2025-03-24 07:00:00+00:00,2025-03-24 08:00:00+00:00,H
1976,ZONE1,2025-03-24 08:00:00+00:00,2025-03-24 09:00:00+00:00,H
1977,ZONE1,2025-03-24 09:00:00+00:00,2025-03-24 10:00:00+00:00,H
1978,ZONE1,2025-03-24 10:00:00+00:00,2025-03-24 11:00:00+00:00,H
1979,ZONE1,2025-03-24 11:00:00+00:00,2025-03-24 12:00:00+00:00,H
1980,ZONE1,2025-03-24 12:00:00+00:00,2025-03-24 13:00:00+00:00,H
1981,ZONE1,2025-03-24 13:00:00+00:00,2025-03-24 14:00:00+00:00,H
1982,ZONE1,2025-03-24 14:00:00+00:00,2025-03-24 15:00:00+00:00,H
1983,ZONE1,2025-03-24 15:00:00+00:00,2025-03-24 16:00:00+00:00,H
1984,ZONE1,2025-03-24 16:00:00+00:00,2025-03-24 17:00:00+00:00,H
1985,ZONE1,2025-03-24 17:00:00+00:00,2025-03-24 18:00:00+00:00,H
1986,ZONE1,2025-03-24 18:00:00+00:00,2025-03-24 19:00:00+00:00,H
1987,ZONE1,2025-03-24 19:00:00+00:00,2025-03-24 20:00:00+00:00,H
1988,ZONE1,2025-03-24 20:00:00+00:00,2025-03-24 21:00:00+00:00,H
1989,ZONE1,2025-03-24 21:00:00+00:00,2025-03-24 22:00:00+00:00,H
1990,ZONE1,2025-03-24 22:00:00+00:00,2025-03-24 23:00:00+00:00,H
1991,ZONE1,2025-03-24 23:00:00+00:00,2025-03-25 00:00:00+00:00,H
1992,ZONE1,2025-03-25 00:00:00+00:00,2025-03-25 01:00:00+00:00,H
1993,ZONE1,2025-03-25 01:00:00+00:00,2025-03-25 02:00:00+00:00,H
1994,ZONE1,2025-03-25 02:00:00+00:00,2025-03-25 03:00:00+00:00,H
1995,ZONE1,2025-03-25 03:00:00+00:00,2025-03-25 04:00:00+00:00,H
1996,ZONE1,2025-03-25 04:00:00+00:00,2025-03-25 05:00:00+00:00,H
1997,ZONE1,2025-03-25 05:00:00+00:00,2025-03-25 06:00:00+00:00,H
1998,ZONE1,2025-03-25 06:00:00+00:00,2025-03-25 07:00:00+00:00,H
1999,ZONE1,2025-03-25 07:00:00+00:00,2025-03-25 08:00:00+00:00,H
2000,ZONE1,2025-03-25 08:00:00+00:00,2025-03-25 09:00:00+00:00,H
2001,ZONE1,2025-03-25 09:00:00+00:00,2025-03-25 10:00:00+00:00,H
2002,ZONE1,2025-03-25 10:00:00+00:00,2025-03-25 11:00:00+00:00,H
2003,ZONE1,2025-03-25 11:00:00+00:00,2025-03-25 12:00:00+00:00,H
2004,ZONE1,2025-03-25 12:00:00+00:00,2025-03-25 13:00:00+00:00,H
2005,ZONE1,2025-03-25 13:00:00+00:00,2025-03-25 14:00:00+00:00,H
2006,ZONE1,2025-03-25 14:00:00+00:00,2025-03-25 15:00:00+00:00,H
2007,ZONE1,2025-03-25 15:00:00+00:00,2025-03-25 16:00:00+00:00,H
2008,ZONE1,2025-03-25 16:00:00+00:00,2025-03-25 17:00:00+00:00,H
2009,ZONE1,2025-03-25 17:00:00+00:00,2025-03-25 18:00:00+00:00,H
2010,ZONE1,2025-03-25 18:00:00+00:00,2025-03-25 19:00:00+00:00,H
2011,ZONE1,2025-03-25 19:00:00+00:00,2025-03-25 20:00:00+00:00,H
2012,ZONE1,2025-03-25 20:00:00+00:00,2025-03-25 21:00:00+00:00,H
2013,ZONE1,2025-03-25 21:00:00+00:00,2025-03-25 22:00:00+00:00,H
2014,ZONE1,2025-03-25 22:00:00+00:00,2025-03-25 23:00:00+00:00,H
2015,ZONE1,2025-03-25 23:00:00+00:00,2025-03-26 00:00:00+00:00,H
2016,ZONE1,2025-03-26 00:00:00+00:00,2025-03-26 01:00:00+00:00,H
2017,ZONE1,2025-03-26 01:00:00+00:00,2025-03-26 02:00:00+00:00,H
2018,ZONE1,2025-03-26 02:00:00+00:00,2025-03-26 03:00:00+00:00,H
2019,ZONE1,2025-03-26 03:00:00+00:00,2025-03-26 04:00:00+00:00,H
2020,ZONE1,2025-03-26 04:00:00+00:00,2025-03-26 05:00:00+00:00,H
2021,ZONE1,2025-03-26 05:00:00+00:00,2025-03-26 06:00:00+00:00,H
2022,ZONE1,2025-03-26 06:00:00+00:00,2025-03-26 07:00:00+00:00,H
2023,ZONE1,2025-03-26 07:00:00+00:00,2025-03-26 08:00:00+00:00,H
2024,ZONE1,2025-03-26 08:00:00+00:00,2025-03-26 09:00:00+00:00,H
2025,ZONE1,2025-03-26 09:00:00+00:00,2025-03-26 10:00:00+00:00,H
2026,ZONE1,2025-03-26 10:00:00+00:00,2025-03-26 11:00:00+00:00,H
2027,ZONE1,2025-03-26 11:00:00+00:00,2025-03-26 12:00:00+00:00,H
2028,ZONE1,2025-03-26 12:00:00+00:00,2025-03-26 13:00:00+00:00,H
2029,ZONE1,2025-03-26 13:00:00+00:00,2025-03-26 14:00:00+00:00,H
2030,ZONE1,2025-03-26 14:00:00+00:00,2025-03-26 15:00:00+00:00,H
2031,ZONE1,2025-03-26 15:00:00+00:00,2025-03-26 16:00:00+00:00,H
2032,ZONE1,2025-03-26 16:00:00+00:00,2025-03-26 17:00:00+00:00,H
2033,ZONE1,2025-03-26 17:00:00+00:00,2025-03-26 18:00:00+00:00,H
2034,ZONE1,2025-03-26 18:00:00+00:00,2025-03-26 19:00:00+00:00,H
2035,ZONE1,2025-03-26 19:00:00+00:00,2025-03-26 20:00:00+00:00,H
2036,ZONE1,2025-03-26 20:00:00+00:00,2025-03-26 21:00:00+00:00,H
2037,ZONE1,2025-03-26 21:00:00+00:00,2025-03-26 22:00:00+00:00,H
2038,ZONE1,2025-03-26 22:00:00+00:00,2025-03-26 23:00:00+00:00,H
2039,ZONE1,2025-03-26 23:00:00+00:00,2025-03-27 00:00:00+00:00,H
2040,ZONE1,2025-03-27 00:00:00+00:00,2025-03-27 01:00:00+00:00,H
2041,ZONE1,2025-03-27 01:00:00+00:00,2025-03-27 02:00:00+00:00,H
2042,ZONE1,2025-03-27 02:00:00+00:00,2025-03-27 03:00:00+00:00,H
2043,ZONE1,2025-03-27 03:00:00+00:00,2025-03-27 04:00:00+00:00,H
